	id	main_affiliation	for_v1_first_level	for_v1_second_level
1981	pub.1135276816	grid.12284.3d	Medical and Health Sciences	
1982	pub.1135276816	grid.4991.5	Medical and Health Sciences	
1983	pub.1135276816	grid.413562.7	Medical and Health Sciences	
1984	pub.1135276816	grid.415535.3	Medical and Health Sciences	
1985	pub.1135276816	grid.410843.a	Medical and Health Sciences	
1986	pub.1135276816	grid.256342.4	Medical and Health Sciences	
1987	pub.1135276816	grid.411628.8	Medical and Health Sciences	
1988	pub.1135276816	grid.412750.5	Medical and Health Sciences	
1989	pub.1135276816	grid.152326.1	Medical and Health Sciences	
1990	pub.1135276816	grid.419035.a	Medical and Health Sciences	
1991	pub.1135276816	grid.413448.e	Medical and Health Sciences	
1992	pub.1135276816	grid.508487.6	Medical and Health Sciences	
1993	pub.1135276816	grid.452490.e	Medical and Health Sciences	
1994	pub.1135276816	grid.5685.e	Medical and Health Sciences	
1995	pub.1135276816	grid.65499.37	Medical and Health Sciences	
1996	pub.1135276816	grid.9647.c	Medical and Health Sciences	
1997	pub.1135276816	grid.22937.3d	Medical and Health Sciences	
1998	pub.1135276816	grid.20515.33	Medical and Health Sciences	
1999	pub.1135276816	grid.174567.6	Medical and Health Sciences	
2000	pub.1135276816	grid.412311.4	Medical and Health Sciences	
2001	pub.1135276816	grid.6530.0	Medical and Health Sciences	
2002	pub.1135276816	grid.10417.33	Medical and Health Sciences	
2003	pub.1135276816	grid.84393.35	Medical and Health Sciences	
2004	pub.1135276816	grid.413575.1	Medical and Health Sciences	
2005	pub.1135276816	grid.266100.3	Medical and Health Sciences	
2006	pub.1135276816	grid.168010.e	Medical and Health Sciences	
2007	pub.1135323816	grid.418140.8	Physical Sciences	
2008	pub.1135323816	grid.418140.8	Chemical Sciences	
2009	pub.1135323816	grid.418140.8	Biological Sciences	
2010	pub.1135329014	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
2011	pub.1135329014	grid.419514.c	Medical and Health Sciences	Public Health and Health Services
2012	pub.1135329014	grid.4488.0	Medical and Health Sciences	Public Health and Health Services
2013	pub.1135339377	grid.418140.8	Medical and Health Sciences	Medical Microbiology
2014	pub.1135339377	grid.8379.5	Medical and Health Sciences	Medical Microbiology
2015	pub.1135378390	grid.11749.3a	Medical and Health Sciences	Clinical Sciences
2016	pub.1135378390	grid.470122.2	Medical and Health Sciences	Clinical Sciences
2017	pub.1135378390	grid.24381.3c	Medical and Health Sciences	Clinical Sciences
2018	pub.1135378390	grid.5963.9	Medical and Health Sciences	Clinical Sciences
2019	pub.1135378390	grid.410712.1	Medical and Health Sciences	Clinical Sciences
2020	pub.1135378390	grid.4989.c	Medical and Health Sciences	Clinical Sciences
2021	pub.1135378390	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2022	pub.1135378390	grid.412966.e	Medical and Health Sciences	Clinical Sciences
2023	pub.1135378390	grid.411798.2	Medical and Health Sciences	Clinical Sciences
2024	pub.1135378390	grid.5155.4	Medical and Health Sciences	Clinical Sciences
2025	pub.1135378390	grid.13097.3c	Medical and Health Sciences	Clinical Sciences
2026	pub.1135378390	grid.419837.0	Medical and Health Sciences	Clinical Sciences
2027	pub.1135378390	grid.411760.5	Medical and Health Sciences	Clinical Sciences
2028	pub.1135378390	grid.440250.7	Medical and Health Sciences	Clinical Sciences
2029	pub.1135378390	grid.491928.f	Medical and Health Sciences	Clinical Sciences
2030	pub.1135378390	grid.14778.3d	Medical and Health Sciences	Clinical Sciences
2031	pub.1135406918	grid.411091.c	Medical and Health Sciences	Clinical Sciences
2032	pub.1135406918	grid.411091.c	Medical and Health Sciences	Public Health and Health Services
2033	pub.1135406918	grid.416008.b	Medical and Health Sciences	Clinical Sciences
2034	pub.1135406918	grid.416008.b	Medical and Health Sciences	Public Health and Health Services
2035	pub.1135406918	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2036	pub.1135406918	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2037	pub.1135406918	grid.488779.d	Medical and Health Sciences	Clinical Sciences
2038	pub.1135406918	grid.488779.d	Medical and Health Sciences	Public Health and Health Services
2039	pub.1135406918	grid.412581.b	Medical and Health Sciences	Clinical Sciences
2040	pub.1135406918	grid.412581.b	Medical and Health Sciences	Public Health and Health Services
2041	pub.1135406918	grid.459927.4	Medical and Health Sciences	Clinical Sciences
2042	pub.1135406918	grid.459927.4	Medical and Health Sciences	Public Health and Health Services
2043	pub.1135432930	grid.419522.9	Medical and Health Sciences	Clinical Sciences
2044	pub.1135432930	grid.419522.9	Medical and Health Sciences	Human Movement and Sports Science
2045	pub.1135432930	grid.419522.9	Medical and Health Sciences	Neurosciences
2046	pub.1135432930	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2047	pub.1135432930	grid.411984.1	Medical and Health Sciences	Human Movement and Sports Science
2048	pub.1135432930	grid.411984.1	Medical and Health Sciences	Neurosciences
2049	pub.1135433039	grid.458414.8	Medical and Health Sciences	Public Health and Health Services
2050	pub.1135433039	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
2051	pub.1135437733	grid.11749.3a	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2052	pub.1135437733	grid.411095.8	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2053	pub.1135437733	grid.7450.6	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2054	pub.1135437733	grid.411941.8	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2055	pub.1135468620	grid.419514.c	Mathematical Sciences	Applied Mathematics
2056	pub.1135473918	grid.418215.b	Biological Sciences	Biochemistry and Cell Biology
2057	pub.1135473918	grid.411668.c	Biological Sciences	Biochemistry and Cell Biology
2058	pub.1135473918	grid.10493.3f	Biological Sciences	Biochemistry and Cell Biology
2059	pub.1135535167	grid.411984.1	Biological Sciences	Biochemistry and Cell Biology
2060	pub.1135555952	grid.5560.6	Chemical Sciences	Macromolecular and Materials Chemistry
2061	pub.1135555952	grid.5603.0	Chemical Sciences	Macromolecular and Materials Chemistry
2062	pub.1135555952	grid.7450.6	Chemical Sciences	Macromolecular and Materials Chemistry
2063	pub.1135555952	grid.7892.4	Chemical Sciences	Macromolecular and Materials Chemistry
2064	pub.1135568552	grid.1008.9	Medical and Health Sciences	Public Health and Health Services
2065	pub.1135568552	grid.5596.f	Medical and Health Sciences	Public Health and Health Services
2066	pub.1135568552	grid.4714.6	Medical and Health Sciences	Public Health and Health Services
2067	pub.1135568552	grid.414271.5	Medical and Health Sciences	Public Health and Health Services
2068	pub.1135568552	grid.12155.32	Medical and Health Sciences	Public Health and Health Services
2069	pub.1135568552	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2070	pub.1135568552	grid.478712.f	Medical and Health Sciences	Public Health and Health Services
2071	pub.1135568552	grid.4827.9	Medical and Health Sciences	Public Health and Health Services
2072	pub.1135568552	grid.4367.6	Medical and Health Sciences	Public Health and Health Services
2073	pub.1135568552	grid.239578.2	Medical and Health Sciences	Public Health and Health Services
2074	pub.1135568552	grid.1002.3	Medical and Health Sciences	Public Health and Health Services
2075	pub.1135568552	grid.21200.31	Medical and Health Sciences	Public Health and Health Services
2076	pub.1135568552	grid.413513.1	Medical and Health Sciences	Public Health and Health Services
2077	pub.1135568552	grid.418248.3	Medical and Health Sciences	Public Health and Health Services
2078	pub.1135568552	grid.1009.8	Medical and Health Sciences	Public Health and Health Services
2079	pub.1135568552	grid.475435.4	Medical and Health Sciences	Public Health and Health Services
2080	pub.1135568552	grid.410543.7	Medical and Health Sciences	Public Health and Health Services
2081	pub.1135568552	grid.419432.9	Medical and Health Sciences	Public Health and Health Services
2082	pub.1135568552	grid.413262.0	Medical and Health Sciences	Public Health and Health Services
2083	pub.1135568552	grid.7445.2	Medical and Health Sciences	Public Health and Health Services
2084	pub.1135568552	grid.488779.d	Medical and Health Sciences	Public Health and Health Services
2085	pub.1135568552	grid.414382.8	Medical and Health Sciences	Public Health and Health Services
2086	pub.1135568552	grid.7080.f	Medical and Health Sciences	Public Health and Health Services
2087	pub.1135568552	grid.18887.3e	Medical and Health Sciences	Public Health and Health Services
2088	pub.1135580850	grid.469827.6	Information and Computing Sciences	Information Systems
2089	pub.1135580850	grid.469827.6	Information and Computing Sciences	Other Information and Computing Sciences
2090	pub.1135580850	grid.469827.6	Commerce, Management, Tourism and Services	Marketing
2091	pub.1135580850	grid.448793.5	Information and Computing Sciences	Information Systems
2092	pub.1135580850	grid.448793.5	Information and Computing Sciences	Other Information and Computing Sciences
2093	pub.1135580850	grid.448793.5	Commerce, Management, Tourism and Services	Marketing
2094	pub.1135588381	grid.418215.b	Medical and Health Sciences	Medical Microbiology
2095	pub.1135588381	grid.7450.6	Medical and Health Sciences	Medical Microbiology
2096	pub.1135588381	grid.410712.1	Medical and Health Sciences	Medical Microbiology
2097	pub.1135588381	grid.10493.3f	Medical and Health Sciences	Medical Microbiology
2098	pub.1135588381	grid.411984.1	Medical and Health Sciences	Medical Microbiology
2099	pub.1135588381	grid.5330.5	Medical and Health Sciences	Medical Microbiology
2100	pub.1135588381	grid.6582.9	Medical and Health Sciences	Medical Microbiology
2101	pub.1135588381	grid.452463.2	Medical and Health Sciences	Medical Microbiology
2102	pub.1135588428	grid.418215.b	Medical and Health Sciences	Medical Microbiology
2103	pub.1135588428	grid.4562.5	Medical and Health Sciences	Medical Microbiology
2104	pub.1135588428	grid.411984.1	Medical and Health Sciences	Medical Microbiology
2105	pub.1135588428	grid.5330.5	Medical and Health Sciences	Medical Microbiology
2106	pub.1135705494	grid.500035.3	Medical and Health Sciences	Immunology
2107	pub.1135705494	grid.15090.3d	Medical and Health Sciences	Immunology
2108	pub.1135705494	grid.22937.3d	Medical and Health Sciences	Immunology
2109	pub.1135705494	grid.10423.34	Medical and Health Sciences	Immunology
2110	pub.1135705494	grid.14778.3d	Medical and Health Sciences	Immunology
2111	pub.1135705494	grid.477805.9	Medical and Health Sciences	Immunology
2112	pub.1135705494	grid.412282.f	Medical and Health Sciences	Immunology
2113	pub.1135705494	grid.1957.a	Medical and Health Sciences	Immunology
2114	pub.1135705494	grid.4562.5	Medical and Health Sciences	Immunology
2115	pub.1135705494	grid.6936.a	Medical and Health Sciences	Immunology
2116	pub.1135705494	grid.15474.33	Medical and Health Sciences	Immunology
2117	pub.1135705494	grid.4567.0	Medical and Health Sciences	Immunology
2118	pub.1135705494	grid.10392.39	Medical and Health Sciences	Immunology
2119	pub.1135705494	grid.469999.2	Medical and Health Sciences	Immunology
2120	pub.1135705494	grid.16149.3b	Medical and Health Sciences	Immunology
2121	pub.1135705494	grid.411984.1	Medical and Health Sciences	Immunology
2122	pub.1135705494	grid.8664.c	Medical and Health Sciences	Immunology
2123	pub.1135705494	grid.412468.d	Medical and Health Sciences	Immunology
2124	pub.1135705494	grid.470779.a	Medical and Health Sciences	Immunology
2125	pub.1135705494	grid.7307.3	Medical and Health Sciences	Immunology
2126	pub.1135705494	grid.6363.0	Medical and Health Sciences	Immunology
2127	pub.1135705494	grid.410567.1	Medical and Health Sciences	Immunology
2128	pub.1135705504	grid.412282.f	Medical and Health Sciences	Clinical Sciences
2129	pub.1135705504	grid.416438.c	Medical and Health Sciences	Clinical Sciences
2130	pub.1135705504	grid.8664.c	Medical and Health Sciences	Clinical Sciences
2131	pub.1135705504	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2132	pub.1135705504	grid.6363.0	Medical and Health Sciences	Clinical Sciences
2133	pub.1135705504	grid.275559.9	Medical and Health Sciences	Clinical Sciences
2134	pub.1135705504	grid.410607.4	Medical and Health Sciences	Clinical Sciences
2135	pub.1135705504	grid.411088.4	Medical and Health Sciences	Clinical Sciences
2136	pub.1135705504	grid.5330.5	Medical and Health Sciences	Clinical Sciences
2137	pub.1135705504	grid.10423.34	Medical and Health Sciences	Clinical Sciences
2138	pub.1135723446	grid.6936.a	Biological Sciences	Genetics
2139	pub.1135723446	grid.16008.3f	Biological Sciences	Genetics
2140	pub.1135723446	grid.419495.4	Biological Sciences	Genetics
2141	pub.1135723446	grid.12136.37	Biological Sciences	Genetics
2142	pub.1135723446	grid.430387.b	Biological Sciences	Genetics
2143	pub.1135723446	grid.415306.5	Biological Sciences	Genetics
2144	pub.1135723446	grid.38142.3c	Biological Sciences	Genetics
2145	pub.1135723446	grid.4819.4	Biological Sciences	Genetics
2146	pub.1135723446	grid.59734.3c	Biological Sciences	Genetics
2147	pub.1135723446	grid.418140.8	Biological Sciences	Genetics
2148	pub.1135723446	grid.31501.36	Biological Sciences	Genetics
2149	pub.1135827683	grid.483420.9	Medical and Health Sciences	Clinical Sciences
2150	pub.1135827683	grid.10423.34	Medical and Health Sciences	Clinical Sciences
2151	pub.1135827683	grid.461820.9	Medical and Health Sciences	Clinical Sciences
2152	pub.1135827683	grid.9764.c	Medical and Health Sciences	Clinical Sciences
2153	pub.1135827683	grid.5603.0	Medical and Health Sciences	Clinical Sciences
2154	pub.1135827683	grid.7400.3	Medical and Health Sciences	Clinical Sciences
2155	pub.1135827683	grid.491865.7	Medical and Health Sciences	Clinical Sciences
2156	pub.1135827683	grid.7450.6	Medical and Health Sciences	Clinical Sciences
2157	pub.1135827683	grid.459927.4	Medical and Health Sciences	Clinical Sciences
2158	pub.1135827683	grid.411095.8	Medical and Health Sciences	Clinical Sciences
2159	pub.1135827683	grid.9026.d	Medical and Health Sciences	Clinical Sciences
2160	pub.1135827683	grid.506258.c	Medical and Health Sciences	Clinical Sciences
2161	pub.1135827712	grid.8664.c	Medical and Health Sciences	Neurosciences
2162	pub.1135827712	grid.6363.0	Medical and Health Sciences	Neurosciences
2163	pub.1135827712	grid.411984.1	Medical and Health Sciences	Neurosciences
2164	pub.1135827712	grid.16149.3b	Medical and Health Sciences	Neurosciences
2165	pub.1135827712	grid.10253.35	Medical and Health Sciences	Neurosciences
2166	pub.1135827712	grid.11749.3a	Medical and Health Sciences	Neurosciences
2167	pub.1135827712	grid.13648.38	Medical and Health Sciences	Neurosciences
2168	pub.1135827712	grid.484013.a	Medical and Health Sciences	Neurosciences
2169	pub.1135827712	grid.412301.5	Medical and Health Sciences	Neurosciences
2170	pub.1135827712	grid.440967.8	Medical and Health Sciences	Neurosciences
2171	pub.1135837222	grid.411984.1	Education	Curriculum and Pedagogy
2172	pub.1135837222	grid.411984.1	Education	Specialist Studies In Education
2173	pub.1135837222	grid.9764.c	Education	Curriculum and Pedagogy
2174	pub.1135837222	grid.9764.c	Education	Specialist Studies In Education
2175	pub.1135841136	grid.4488.0	Medical and Health Sciences	Public Health and Health Services
